Appliance Type,Model,Brand,Power (W),Voltage (V),Current (A),Operational Hours,Power Factor
1,47,4,2431.91,226.77,10.724,7,0.7
1,47,4,1970.77,229.55,8.585,6,0.7
1,47,4,1571.52,226.64,6.934,7,0.79
1,47,4,2606.14,222.78,11.698,11,0.6
1,47,4,1536.69,226.07,6.797,20,0.71
1,47,4,3191.16,234.28,13.621,10,0.61
1,47,4,3585.43,222.19,16.137,5,0.83
1,47,4,3933.66,236.61,16.625,24,0.86
1,47,4,3726.06,224.95,16.564,7,0.64
1,47,4,1447.2,232.11,6.235,11,0.64
1,47,4,3287.27,227.5,14.45,17,0.64
1,47,4,1699.64,226.98,7.488,17,0.74
1,47,4,3461.58,230.94,14.989,16,0.69
1,47,4,1710.32,231.71,7.381,4,0.62
1,47,4,2290.4,226.07,10.131,9,0.63
1,47,4,1826.38,229.8,7.948,22,0.76
1,47,4,3103.59,226.34,13.712,4,0.87
1,47,4,2086.79,225.45,9.256,4,0.86
1,47,4,2451.74,229.89,10.665,6,0.61
1,47,4,3323.02,220.38,15.079,4,0.87
1,47,4,1565.93,226.01,6.929,20,0.85
1,47,4,1069.29,230.18,4.645,14,0.87
1,47,4,1643.55,226.13,7.268,24,0.85
1,47,4,2526.23,227.13,11.122,18,0.87
1,47,4,3047.44,228.79,13.32,11,0.62
1,47,4,1395.42,231.4,6.03,15,0.72
1,47,4,1316.65,228.96,5.751,22,0.65
1,47,4,2223.43,235.16,9.455,22,0.76
1,47,4,1982.02,224.53,8.827,23,0.63
1,47,4,2818.79,237.96,11.846,9,0.83
1,47,4,1549.57,238.78,6.49,18,0.61
1,47,4,1203.43,221.15,5.442,21,0.62
1,47,4,1762.06,224.72,7.841,6,0.65
1,47,4,1437.58,236.48,6.079,17,0.62
1,47,4,1532.76,235.95,6.496,13,0.79
1,47,4,1604.76,226.64,7.081,6,0.72
1,47,4,1463.85,237.71,6.158,14,0.69
1,47,4,2628.93,223.15,11.781,8,0.76
1,47,4,2259.41,228.93,9.869,12,0.66
1,47,4,3906.73,224.91,17.37,15,0.69
1,47,4,1906.53,224.4,8.496,21,0.65
1,47,4,3733.38,221.62,16.846,18,0.8
1,47,4,1042.37,236.55,4.407,21,0.88
1,47,4,3767.01,220.52,17.082,20,0.89
1,47,4,3905.54,236.72,16.499,23,0.72
1,47,4,2351.8,233.42,10.075,24,0.64
1,47,4,1185.13,226.44,5.234,7,0.85
1,47,4,3361.39,227.34,14.786,10,0.71
1,47,4,2784.61,222.5,12.515,12,0.72
1,47,4,2852.23,221.16,12.897,21,0.6
1,47,4,1646.86,228.08,7.221,24,0.84
1,47,4,1915.22,226.81,8.444,10,0.87
1,47,4,3808.01,233.63,16.299,13,0.83
1,47,4,2845.23,221.97,12.818,24,0.89
1,47,4,2462.37,232.78,10.578,23,0.63
1,47,4,2734.27,227.09,12.04,22,0.79
1,47,4,2307.79,221.57,10.416,7,0.88
1,47,4,2886.91,224.82,12.841,24,0.68
1,47,4,1716.19,227.49,7.544,8,0.76
1,47,4,3166.0,221.23,14.311,18,0.68
1,47,4,3232.56,226.16,14.293,4,0.8
1,47,4,1005.95,226.05,4.45,9,0.78
1,47,4,3589.7,228.15,15.734,17,0.66
1,47,4,1140.05,231.79,4.918,20,0.65
1,47,4,2054.1,234.83,8.747,15,0.61
1,47,4,1890.74,239.71,7.888,10,0.72
1,47,4,2803.31,233.39,12.011,19,0.82
1,47,4,2645.95,226.49,11.682,10,0.81
1,47,4,2117.94,226.16,9.365,20,0.61
1,47,4,2065.69,232.1,8.9,12,0.7
1,47,4,2710.63,235.57,11.507,17,0.8
1,47,4,1820.31,223.39,8.149,20,0.62
1,47,4,3159.34,232.46,13.591,20,0.66
1,47,4,3608.95,227.73,15.847,8,0.65
1,47,4,3332.29,221.43,15.049,8,0.82
1,47,4,2813.4,220.17,12.778,11,0.8
1,47,4,1713.6,227.06,7.547,19,0.72
1,47,4,1527.68,221.44,6.899,14,0.65
1,47,4,1075.4,220.74,4.872,9,0.81
1,47,4,1696.08,220.0,7.709,14,0.64
1,47,4,1725.82,234.76,7.351,19,0.76
1,47,4,1407.4,233.37,6.031,7,0.67
1,47,4,1776.72,224.11,7.928,16,0.78
1,47,4,1115.99,233.41,4.781,6,0.84
1,47,4,3624.58,238.69,15.185,22,0.87
1,47,4,1435.15,235.9,6.084,8,0.68
1,48,3,2804.32,229.9,12.198,7,0.81
1,48,3,2372.09,226.03,10.495,7,0.72
1,48,3,3016.96,226.9,13.296,23,0.66
1,48,3,2562.69,221.7,11.559,19,0.82
1,48,3,1551.82,226.42,6.854,18,0.85
1,48,3,3929.91,228.65,17.187,9,0.8
1,48,3,2331.84,222.34,10.488,11,0.61
1,48,3,3481.79,228.72,15.223,15,0.87
1,48,3,3789.05,236.87,15.996,22,0.76
1,48,3,2477.49,236.66,10.469,12,0.65
1,48,3,3081.25,238.19,12.936,6,0.66
1,48,3,2617.15,228.79,11.439,19,0.77
1,48,3,2201.9,234.04,9.408,17,0.86
1,48,3,2134.24,239.95,8.895,10,0.64
1,48,3,1511.96,220.5,6.857,17,0.8
1,48,3,3371.58,233.07,14.466,21,0.67
1,48,3,3975.67,223.98,17.75,10,0.89
1,48,3,1006.12,237.93,4.229,14,0.61
1,48,3,3661.57,237.05,15.446,24,0.86
1,48,3,1420.49,232.86,6.1,5,0.86
1,48,3,3821.76,239.07,15.986,14,0.73
1,48,3,1175.16,223.03,5.269,6,0.67
1,48,3,1172.38,228.94,5.121,13,0.76
1,48,3,3776.07,227.64,16.588,22,0.7
1,48,3,1530.32,233.11,6.565,18,0.88
1,48,3,3485.1,220.64,15.795,16,0.76
1,48,3,1963.84,221.76,8.856,13,0.69
1,48,3,2622.83,223.34,11.744,4,0.73
1,48,3,3227.26,226.98,14.218,16,0.63
1,48,3,3154.24,238.47,13.227,8,0.71
1,48,3,1834.64,226.45,8.102,9,0.9
1,48,3,2379.95,235.22,10.118,4,0.84
1,48,3,1669.55,228.57,7.304,24,0.68
1,48,3,1174.56,231.64,5.071,14,0.79
1,48,3,3203.93,234.35,13.672,6,0.83
1,48,3,2715.1,235.61,11.524,20,0.73
1,48,3,3445.43,235.43,14.635,24,0.79
1,48,3,1062.23,232.16,4.575,17,0.68
1,48,3,1877.41,223.97,8.382,12,0.76
1,48,3,1131.22,232.35,4.869,7,0.84
1,48,3,2827.53,230.4,12.272,21,0.79
1,48,3,3199.43,228.41,14.007,6,0.79
1,48,3,2923.74,220.34,13.269,11,0.76
1,48,3,2755.05,223.34,12.336,22,0.72
1,48,3,1197.63,238.17,5.028,15,0.82
1,48,3,3520.51,229.29,15.354,24,0.82
1,48,3,2967.94,234.36,12.664,4,0.85
1,48,3,2519.86,229.62,10.974,13,0.65
1,48,3,2634.73,231.62,11.375,4,0.74
1,48,3,3489.02,227.39,15.344,8,0.67
1,48,3,3525.23,235.75,14.953,12,0.9
1,48,3,2754.81,229.87,11.984,15,0.83
1,48,3,3769.07,228.92,16.465,23,0.68
1,48,3,1198.59,220.43,5.438,12,0.84
1,48,3,2879.51,235.37,12.234,20,0.76
1,48,3,2540.69,238.22,10.665,17,0.88
1,48,3,1124.82,238.14,4.723,23,0.73
1,48,3,1115.17,239.47,4.657,21,0.64
1,48,3,2745.74,228.58,12.012,5,0.87
1,48,3,1512.38,238.69,6.336,14,0.65
1,48,3,3504.24,221.82,15.798,8,0.79
1,48,3,2993.75,238.5,12.552,10,0.88
1,48,3,3142.8,221.57,14.184,15,0.78
1,48,3,2505.29,235.18,10.653,15,0.82
1,48,3,1726.13,224.09,7.703,18,0.7
1,48,3,3015.2,226.78,13.296,17,0.83
1,48,3,1105.24,227.42,4.86,14,0.65
1,48,3,1437.67,225.9,6.364,9,0.71
1,48,3,2600.2,239.21,10.87,14,0.74
1,48,3,3724.93,238.67,15.607,18,0.7
1,48,3,3512.11,233.21,15.06,5,0.71
1,48,3,2560.36,228.68,11.196,4,0.89
1,48,3,1223.51,238.77,5.124,20,0.85
1,48,3,2342.84,232.64,10.071,5,0.78
1,48,3,3492.55,223.16,15.65,17,0.74
1,48,3,1160.85,238.72,4.863,20,0.81
1,48,3,2632.89,239.93,10.974,9,0.61
1,48,3,3027.28,239.61,12.634,20,0.61
1,48,3,1965.47,233.68,8.411,9,0.68
1,48,3,1503.39,228.54,6.578,22,0.75
1,48,3,1609.67,228.14,7.056,16,0.75
1,48,3,1350.56,222.49,6.07,12,0.84
1,48,3,3154.38,235.73,13.381,16,0.66
1,48,3,3165.3,230.8,13.714,7,0.64
1,48,3,3508.48,234.26,14.977,13,0.65
1,48,3,1494.58,237.81,6.285,14,0.8
1,48,3,1736.99,225.9,7.689,21,0.88
1,48,3,1848.4,225.57,8.194,15,0.73
1,48,3,1396.62,224.89,6.21,12,0.73
1,48,3,1254.96,229.55,5.467,8,0.74
1,48,3,3141.25,224.08,14.018,19,0.75
1,48,3,3875.21,238.9,16.221,20,0.63
1,48,3,1700.39,233.51,7.282,6,0.72
1,48,3,1236.15,221.26,5.587,13,0.87
1,48,3,2069.61,237.86,8.701,10,0.69
1,48,3,1848.18,221.47,8.345,23,0.75
1,48,3,3677.21,239.01,15.385,7,0.89
1,48,3,2952.21,236.31,12.493,8,0.64
1,48,3,2132.82,230.21,9.265,14,0.78
1,48,3,3878.52,239.17,16.217,4,0.81
1,49,3,3543.42,224.76,15.765,7,0.87
1,49,3,2394.83,236.36,10.132,18,0.85
1,49,3,1692.91,229.77,7.368,8,0.75
1,49,3,2183.18,220.76,9.889,18,0.62
1,49,3,2861.81,227.04,12.605,17,0.63
1,49,3,2732.05,237.83,11.487,16,0.8
1,49,3,3852.74,231.32,16.655,12,0.88
1,49,3,2834.33,236.34,11.993,10,0.87
1,49,3,3050.53,228.82,13.332,17,0.61
1,49,3,1526.11,228.73,6.672,22,0.78
1,49,3,2670.36,232.6,11.48,24,0.87
1,49,3,3470.68,232.31,14.94,17,0.69
1,49,3,1448.34,236.65,6.12,24,0.88
1,49,3,3008.34,235.7,12.763,6,0.66
1,49,3,2007.36,239.48,8.382,13,0.7
1,49,3,2958.97,223.49,13.24,14,0.72
1,49,3,1617.39,230.44,7.019,15,0.87
1,49,3,2922.07,221.86,13.171,6,0.61
1,49,3,1180.26,235.83,5.005,16,0.74
1,49,3,1556.9,226.45,6.875,5,0.61
1,49,3,1787.81,237.18,7.538,7,0.62
1,49,3,1766.35,225.6,7.83,18,0.77
1,49,3,2408.22,238.67,10.09,6,0.62
1,49,3,3879.54,233.72,16.599,17,0.72
1,49,3,1389.11,227.6,6.103,15,0.6
1,49,3,3055.93,227.59,13.427,7,0.82
1,49,3,2014.02,235.53,8.551,13,0.8
1,49,3,1196.4,238.35,5.02,18,0.85
1,49,3,2260.33,227.67,9.928,10,0.88
1,49,3,3960.17,231.06,17.139,6,0.71
1,49,3,2884.12,230.79,12.497,16,0.62
1,49,3,3429.94,230.44,14.884,4,0.79
1,49,3,2979.5,231.54,12.868,20,0.79
1,49,3,1025.58,222.86,4.602,15,0.73
1,49,3,2602.38,234.67,11.09,7,0.87
1,49,3,3168.19,230.96,13.717,24,0.85
1,49,3,3835.81,232.88,16.471,20,0.68
1,49,3,1594.0,230.89,6.904,11,0.64
1,49,3,3099.04,230.85,13.424,13,0.76
1,49,3,3748.48,238.81,15.696,12,0.75
1,49,3,3315.58,229.94,14.419,15,0.61
1,49,3,2865.5,231.13,12.398,17,0.71
1,49,3,3278.77,230.27,14.239,7,0.62
1,49,3,3416.99,220.83,15.473,17,0.69
1,49,3,3691.09,229.63,16.074,6,0.62
1,49,3,1483.74,238.66,6.217,13,0.7
1,49,3,1278.76,223.62,5.718,4,0.8
1,49,3,2207.89,229.21,9.633,12,0.85
1,49,3,3390.41,231.58,14.64,17,0.62
1,49,3,1341.82,228.74,5.866,23,0.64
1,49,3,3630.68,238.55,15.22,10,0.74
1,49,3,3440.09,231.91,14.834,5,0.67
1,49,3,1523.02,221.87,6.864,4,0.73
1,49,3,1501.67,238.8,6.288,15,0.64
1,49,3,3204.68,227.5,14.087,18,0.68
1,49,3,1173.47,234.47,5.005,8,0.88
1,49,3,3195.83,223.56,14.295,19,0.71
1,49,3,1723.43,238.2,7.235,9,0.86
1,49,3,2609.03,233.8,11.159,16,0.81
1,49,3,2331.91,232.88,10.013,5,0.63
1,49,3,3351.21,236.28,14.183,5,0.7
1,49,3,2290.44,237.92,9.627,16,0.68
1,49,3,3658.96,220.57,16.589,14,0.61
1,49,3,3761.83,220.49,17.061,16,0.67
1,49,3,1052.84,222.06,4.741,22,0.8
1,49,3,2102.15,224.2,9.376,8,0.89
1,49,3,3473.62,236.27,14.702,4,0.78
1,49,3,3812.31,222.96,17.099,23,0.86
1,49,3,2455.88,239.91,10.237,5,0.64
1,49,3,2354.77,228.68,10.297,19,0.6
1,49,3,1802.41,221.81,8.126,7,0.87
1,49,3,3096.29,223.46,13.856,20,0.65
1,49,3,3771.08,234.7,16.068,8,0.78
1,49,3,2882.21,231.88,12.43,5,0.73
1,49,3,2327.47,222.21,10.474,11,0.83
1,49,3,2044.56,238.0,8.591,11,0.7
1,49,3,3145.54,225.56,13.945,24,0.62
1,49,3,2936.17,222.23,13.212,14,0.72
1,49,3,2252.82,223.13,10.096,6,0.78
1,49,3,2280.64,225.43,10.117,22,0.74
1,49,3,3338.59,225.89,14.78,22,0.85
1,49,3,2616.72,233.54,11.205,13,0.81
1,49,3,2737.15,220.12,12.435,12,0.68
1,49,3,2233.1,227.31,9.824,7,0.75
1,49,3,3899.61,220.64,17.674,23,0.86
1,49,3,3803.77,238.21,15.968,4,0.82
1,49,3,2975.7,236.3,12.593,18,0.6
1,49,3,3668.44,229.5,15.984,20,0.88
1,49,3,2095.74,220.42,9.508,22,0.64
1,49,3,1682.11,221.69,7.588,19,0.85
1,49,3,2134.67,233.78,9.131,9,0.8
1,49,3,2938.62,221.69,13.256,24,0.63
1,49,3,1049.74,234.51,4.476,22,0.71
1,49,3,3959.23,227.06,17.437,20,0.9
1,49,3,1829.7,220.04,8.315,9,0.63
1,49,3,3067.65,224.55,13.661,9,0.77
1,49,3,1929.48,228.34,8.45,9,0.67
1,49,3,2539.22,233.48,10.876,19,0.67
1,49,3,2806.99,239.34,11.728,24,0.87
1,49,3,2430.01,231.01,10.519,11,0.67
2,50,3,53.68,120.62,0.445,11,0.74
2,50,3,91.88,233.48,0.394,2,0.97
2,50,3,18.05,145.41,0.124,9,0.87
2,50,3,53.27,123.2,0.432,1,0.9
2,50,3,90.41,230.24,0.393,2,0.93
2,50,3,12.55,124.68,0.101,3,0.95
2,50,3,52.22,225.2,0.232,7,0.94
2,50,3,52.62,194.32,0.271,12,0.95
2,50,3,17.18,140.57,0.122,5,1.0
2,50,3,44.01,176.02,0.25,11,0.97
2,50,3,20.32,153.26,0.133,4,0.82
2,50,3,74.31,112.36,0.661,1,0.75
2,50,3,117.57,213.13,0.552,5,1.0
2,50,3,84.16,217.56,0.387,6,0.88
2,50,3,40.97,139.83,0.293,7,0.86
2,50,3,64.14,175.71,0.365,1,0.81
2,50,3,68.19,164.99,0.413,11,0.82
2,50,3,109.31,189.32,0.577,7,0.98
2,50,3,105.72,218.12,0.485,9,0.95
2,50,3,105.72,142.63,0.741,6,0.83
2,50,3,88.98,237.27,0.375,7,0.94
2,50,3,62.0,182.68,0.339,4,0.81
2,50,3,44.52,164.86,0.27,3,0.98
2,50,3,93.48,121.87,0.767,1,0.82
2,50,3,29.28,174.37,0.168,3,0.95
2,50,3,106.78,181.44,0.589,6,0.8
2,50,3,73.07,237.52,0.308,3,0.89
2,50,3,85.12,231.73,0.367,8,0.78
2,50,3,59.77,118.59,0.504,11,0.99
2,50,3,50.72,166.54,0.305,7,0.97
2,50,3,15.48,127.62,0.121,2,0.84
2,50,3,32.28,198.36,0.163,10,0.7
2,50,3,59.43,223.61,0.266,6,0.92
2,50,3,46.43,205.79,0.226,1,0.78
2,50,3,80.64,191.5,0.421,3,0.83
2,50,3,112.55,162.87,0.691,9,1.0
2,50,3,106.62,140.88,0.757,7,0.72
2,50,3,92.45,184.85,0.5,1,0.77
2,50,3,47.18,228.9,0.206,2,0.94
2,50,3,42.47,190.12,0.223,4,0.89
2,50,3,67.76,195.14,0.347,2,0.72
2,50,3,35.32,163.93,0.215,9,0.79
2,50,3,43.99,220.09,0.2,12,0.95
2,50,3,104.3,185.18,0.563,1,0.8
2,50,3,25.32,202.22,0.125,6,0.81
2,50,3,28.15,160.45,0.175,6,0.83
2,50,3,41.49,165.86,0.25,7,0.76
2,50,3,66.21,148.8,0.445,11,0.99
2,50,3,116.51,217.27,0.536,12,0.98
2,50,3,45.83,116.34,0.394,7,0.83
2,50,3,80.88,209.83,0.385,10,0.83
2,50,3,65.8,233.11,0.282,6,0.81
2,50,3,80.77,146.39,0.552,10,0.82
2,50,3,68.31,157.27,0.434,4,0.81
2,50,3,56.89,189.03,0.301,8,0.71
2,50,3,77.85,205.58,0.379,5,0.9
2,50,3,20.38,150.78,0.135,12,0.98
2,50,3,37.89,231.15,0.164,9,0.74
2,50,3,19.89,197.54,0.101,1,0.95
2,50,3,62.13,157.86,0.394,4,0.84
2,50,3,48.68,148.76,0.327,2,0.76
2,50,3,39.32,141.39,0.278,1,0.98
2,50,3,105.84,130.45,0.811,8,0.9
2,50,3,70.09,168.55,0.416,12,0.9
2,50,3,108.08,139.97,0.772,5,0.8
2,50,3,45.91,212.25,0.216,2,0.8
2,50,3,21.14,186.29,0.113,1,0.75
2,50,3,12.58,132.63,0.095,11,0.81
2,50,3,59.0,151.54,0.389,11,0.74
2,50,3,95.78,204.46,0.468,5,0.72
2,50,3,26.69,181.53,0.147,9,0.83
2,50,3,58.09,119.07,0.488,2,0.97
2,50,3,108.29,213.93,0.506,4,0.94
2,50,3,91.08,166.11,0.548,5,0.86
2,50,3,12.76,209.19,0.061,10,0.99
2,50,3,92.96,162.46,0.572,12,0.96
2,50,3,43.0,187.28,0.23,2,0.96
2,50,3,14.34,144.81,0.099,9,0.99
2,50,3,77.54,136.36,0.569,9,0.73
2,50,3,35.19,123.8,0.284,8,0.73
2,50,3,118.39,183.22,0.646,9,0.72
2,50,3,76.41,137.93,0.554,2,0.79
2,50,3,15.48,128.02,0.121,3,0.82
2,50,3,42.55,221.71,0.192,9,0.84
2,50,3,29.22,112.04,0.261,9,0.77
2,50,3,69.49,150.84,0.461,2,0.81
2,50,3,101.31,185.53,0.546,4,1.0
2,50,3,92.33,199.65,0.462,5,0.78
2,50,3,27.79,112.4,0.247,10,0.94
2,50,3,79.42,216.92,0.366,11,0.93
2,50,3,40.57,204.81,0.198,12,0.77
2,50,3,83.81,127.47,0.657,5,0.84
2,50,3,28.97,171.84,0.169,7,0.99
2,50,3,26.13,144.35,0.181,2,0.71
2,50,3,115.06,229.53,0.501,3,1.0
2,50,3,39.54,197.28,0.2,7,0.95
2,50,3,115.15,140.6,0.819,11,0.91
2,50,3,51.09,146.5,0.349,4,0.78
2,50,3,111.55,174.96,0.638,12,0.86
2,50,3,55.16,121.16,0.455,12,0.95
2,51,1,94.61,184.78,0.512,9,0.93
2,51,1,30.38,143.02,0.212,6,0.8
2,51,1,97.82,118.51,0.825,8,0.74
2,51,1,33.28,217.03,0.153,11,0.92
2,51,1,71.34,114.1,0.625,5,0.81
2,51,1,29.36,116.78,0.251,6,0.72
2,51,1,50.3,228.54,0.22,11,0.85
2,51,1,30.09,153.11,0.197,1,1.0
2,51,1,43.63,119.24,0.366,3,0.8
2,51,1,115.32,212.4,0.543,11,0.88
2,51,1,93.5,121.92,0.767,6,0.81
2,51,1,40.41,176.19,0.229,3,0.83
2,51,1,56.21,146.33,0.384,1,0.95
2,51,1,37.65,154.88,0.243,3,1.0
2,51,1,50.23,208.29,0.241,3,0.72
2,51,1,11.77,119.0,0.099,12,0.94
2,51,1,60.66,197.64,0.307,4,0.95
2,51,1,60.99,194.34,0.314,1,0.74
2,51,1,49.05,129.19,0.38,10,0.86
2,51,1,92.97,140.16,0.663,5,0.83
2,51,1,51.09,194.15,0.263,3,0.92
2,51,1,76.1,234.41,0.325,11,0.81
2,51,1,97.95,201.06,0.487,11,0.92
2,51,1,71.18,188.47,0.378,10,0.95
2,51,1,47.73,123.81,0.386,2,0.85
2,51,1,113.55,139.77,0.812,2,0.86
2,51,1,57.12,238.13,0.24,7,0.84
2,51,1,32.69,209.64,0.156,5,0.91
2,51,1,94.97,126.7,0.75,7,0.96
2,51,1,114.1,133.74,0.853,2,0.98
2,51,1,75.11,176.71,0.425,8,0.93
2,51,1,101.18,137.62,0.735,11,0.76
2,51,1,64.91,134.6,0.482,7,0.71
2,51,1,107.49,209.82,0.512,4,0.94
2,51,1,20.91,174.89,0.12,3,0.72
2,51,1,43.63,222.79,0.196,4,0.89
2,51,1,83.48,115.99,0.72,10,0.98
2,51,1,12.8,202.67,0.063,9,0.74
2,51,1,62.93,138.84,0.453,2,0.91
2,51,1,110.8,189.38,0.585,6,0.9
2,51,1,15.48,208.63,0.074,4,0.78
2,51,1,85.18,147.24,0.579,8,0.81
2,51,1,73.88,182.88,0.404,4,0.94
2,51,1,87.6,129.15,0.678,8,0.73
2,51,1,52.5,216.23,0.243,9,0.83
2,51,1,54.8,151.51,0.362,11,0.89
2,51,1,79.76,113.07,0.705,1,0.94
2,51,1,81.82,141.17,0.58,3,0.77
2,51,1,51.97,186.29,0.279,7,0.99
2,51,1,111.16,141.82,0.784,5,0.76
2,51,1,118.45,155.73,0.761,11,0.94
2,51,1,21.55,120.72,0.179,11,0.84
2,51,1,44.59,207.68,0.215,3,0.98
2,51,1,27.28,183.46,0.149,8,0.82
2,51,1,14.42,117.18,0.123,1,0.93
2,51,1,97.5,118.39,0.824,5,0.77
2,51,1,15.14,188.08,0.08,11,0.81
2,51,1,48.16,190.46,0.253,10,0.96
2,51,1,43.18,155.26,0.278,3,0.77
2,51,1,83.31,163.73,0.509,8,0.96
2,51,1,99.65,191.37,0.521,5,0.71
2,51,1,34.49,226.51,0.152,7,0.94
2,51,1,93.28,222.84,0.419,11,0.81
2,51,1,103.51,228.7,0.453,8,0.82
2,51,1,11.65,187.67,0.062,6,0.87
2,51,1,119.47,124.83,0.957,7,0.82
2,51,1,24.39,176.92,0.138,3,0.81
2,51,1,115.08,217.37,0.529,6,0.88
2,51,1,74.21,212.4,0.349,8,0.93
2,51,1,79.44,116.72,0.681,9,0.8
2,51,1,35.51,177.79,0.2,7,0.82
2,51,1,66.12,162.61,0.407,8,0.81
2,51,1,104.8,234.24,0.447,7,0.84
2,51,1,64.67,232.22,0.278,3,0.75
2,51,1,45.8,226.33,0.202,7,0.92
2,51,1,96.72,163.3,0.592,3,0.93
2,51,1,23.36,149.47,0.156,6,0.76
2,51,1,69.88,228.02,0.306,8,0.99
2,51,1,69.21,171.49,0.404,11,0.89
2,51,1,31.74,143.51,0.221,3,0.9
2,51,1,110.78,227.72,0.486,6,0.91
2,51,1,68.16,173.34,0.393,12,0.71
2,51,1,15.45,229.14,0.067,11,0.97
2,51,1,14.79,197.24,0.075,1,0.7
2,51,1,83.07,179.0,0.464,11,0.72
2,51,1,85.59,189.05,0.453,9,0.83
2,51,1,65.26,127.31,0.513,10,0.81
2,51,1,83.72,196.13,0.427,2,0.97
2,51,1,42.57,125.68,0.339,7,0.96
2,51,1,55.83,207.84,0.269,5,0.83
2,51,1,51.86,178.04,0.291,4,0.83
2,51,1,115.35,216.85,0.532,8,0.92
2,51,1,92.88,147.48,0.63,8,0.95
2,51,1,80.61,188.86,0.427,8,0.95
2,51,1,91.51,191.6,0.478,1,0.76
2,51,1,25.77,220.69,0.117,9,0.95
2,51,1,43.58,128.66,0.339,1,0.82
2,51,1,20.92,139.17,0.15,2,0.8
2,51,1,23.2,234.14,0.099,5,0.9
2,51,1,41.84,204.65,0.204,8,0.81
2,52,2,90.52,161.39,0.561,3,0.82
2,52,2,30.59,168.56,0.181,7,0.82
2,52,2,15.92,173.33,0.092,5,0.88
2,52,2,55.7,234.33,0.238,8,0.86
2,52,2,10.45,179.38,0.058,6,0.98
2,52,2,105.51,120.35,0.877,7,0.85
2,52,2,105.39,114.1,0.924,11,0.82
2,52,2,80.68,142.54,0.566,10,0.91
2,52,2,93.21,208.77,0.446,1,0.87
2,52,2,84.87,216.0,0.393,2,0.87
2,52,2,11.35,202.36,0.056,7,0.78
2,52,2,115.46,133.78,0.863,11,0.93
2,52,2,39.8,127.85,0.311,4,0.91
2,52,2,40.66,196.13,0.207,3,0.94
2,52,2,114.31,220.52,0.518,10,0.84
2,52,2,16.14,193.05,0.084,3,0.9
2,52,2,110.64,120.82,0.916,3,0.81
2,52,2,44.09,145.27,0.304,8,0.9
2,52,2,46.67,226.89,0.206,2,0.96
2,52,2,73.43,186.71,0.393,3,0.84
2,52,2,58.22,237.4,0.245,3,0.82
2,52,2,17.46,232.14,0.075,10,0.94
2,52,2,100.67,193.03,0.522,4,0.71
2,52,2,75.61,230.98,0.327,1,0.72
2,52,2,34.06,145.48,0.234,9,0.78
2,52,2,13.5,120.39,0.112,12,0.78
2,52,2,46.3,203.38,0.228,9,0.9
2,52,2,97.71,129.58,0.754,5,0.75
2,52,2,75.76,127.53,0.594,11,0.85
2,52,2,64.16,118.43,0.542,5,0.96
2,52,2,110.2,129.8,0.849,1,0.91
2,52,2,31.35,118.06,0.266,3,0.94
2,52,2,70.1,115.64,0.606,9,0.72
2,52,2,86.94,212.77,0.409,11,0.76
2,52,2,42.87,151.75,0.283,6,0.8
2,52,2,83.07,116.79,0.711,7,0.76
2,52,2,97.45,192.43,0.506,10,0.87
2,52,2,42.73,152.61,0.28,11,0.74
2,52,2,22.28,124.42,0.179,2,0.88
2,52,2,35.59,120.84,0.295,1,0.96
2,52,2,45.03,207.18,0.217,12,0.82
2,52,2,42.07,152.65,0.276,9,0.95
2,52,2,107.37,236.28,0.454,12,0.89
2,52,2,92.94,170.5,0.545,2,0.8
2,52,2,77.57,168.56,0.46,9,0.94
2,52,2,26.25,156.23,0.168,6,0.95
2,52,2,32.54,153.89,0.211,2,0.76
2,52,2,117.52,178.58,0.658,8,0.83
2,52,2,114.95,188.85,0.609,6,0.85
2,52,2,25.47,228.5,0.111,5,0.73
2,52,2,38.9,140.58,0.277,10,0.84
2,52,2,60.6,206.03,0.294,9,0.95
2,52,2,49.15,119.49,0.411,12,0.97
2,52,2,55.13,116.92,0.472,11,0.92
2,52,2,31.28,134.61,0.232,4,0.9
2,52,2,31.01,143.15,0.217,9,0.7
2,52,2,12.84,196.38,0.065,7,0.88
2,52,2,47.45,223.88,0.212,2,0.84
2,52,2,84.01,230.13,0.365,12,0.81
2,52,2,31.99,199.26,0.161,2,0.78
2,52,2,23.67,170.75,0.139,2,0.84
2,52,2,45.58,111.27,0.41,6,0.85
2,52,2,74.9,181.07,0.414,5,0.72
2,52,2,58.58,203.49,0.288,9,0.81
2,52,2,69.79,209.48,0.333,2,0.75
2,52,2,59.69,160.5,0.372,12,0.84
2,52,2,39.54,162.65,0.243,3,0.7
2,52,2,88.76,202.5,0.438,12,0.81
2,52,2,97.81,233.67,0.419,8,0.99
2,52,2,49.55,177.72,0.279,3,0.93
2,52,2,81.22,126.05,0.644,2,0.89
2,52,2,14.08,115.37,0.122,3,0.92
2,52,2,67.4,234.22,0.288,1,0.84
2,52,2,61.98,195.86,0.316,12,0.89
2,52,2,79.67,204.63,0.389,5,0.96
2,52,2,10.33,227.82,0.045,7,0.71
2,52,2,28.17,131.23,0.215,2,0.83
2,52,2,57.13,129.18,0.442,5,0.77
2,52,2,50.96,124.1,0.411,11,0.75
2,52,2,116.58,160.21,0.728,3,0.75
2,52,2,110.52,207.31,0.533,2,0.98
2,52,2,39.15,236.64,0.165,4,0.75
2,52,2,69.24,225.36,0.307,12,0.87
